RegionID,SizeRank,RegionName,RegionType,StateName,2012-01-31,2012-02-29,2012-03-31,2012-04-30,2012-05-31,2012-06-30,2012-07-31,2012-08-31,2012-09-30,2012-10-31,2012-11-30,2012-12-31,2013-01-31,2013-02-28,2013-03-31,2013-04-30,2013-05-31,2013-06-30,2013-07-31,2013-08-31,2013-09-30,2013-10-31,2013-11-30,2013-12-31,2014-01-31,2014-02-28,2014-03-31,2014-04-30,2014-05-31,2014-06-30,2014-07-31,2014-08-31,2014-09-30,2014-10-31,2014-11-30,2014-12-31,2015-01-31,2015-02-28,2015-03-31,2015-04-30,2015-05-31,2015-06-30,2015-07-31,2015-08-31,2015-09-30,2015-10-31,2015-11-30,2015-12-31,2016-01-31,2016-02-29,2016-03-31,2016-04-30,2016-05-31,2016-06-30,2016-07-31,2016-08-31,2016-09-30,2016-10-31,2016-11-30,2016-12-31,2017-01-31,2017-02-28,2017-03-31,2017-04-30,2017-05-31,2017-06-30,2017-07-31,2017-08-31,2017-09-30,2017-10-31,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31
102001,0,United States,country,,788.6250227018689,786.2786395046401,793.1080786803013,790.9167690481266,782.9704298642222,774.4632619548038,766.0111444789381,773.0418988779653,766.3239593619493,758.8695069852647,759.5275317432835,762.4411993654547,772.7767844252853,788.0705402467207,795.7463518236771,789.6469926367306,804.0502063997617,862.0620991360022,898.1834427788706,913.2660205432368,922.6304705299696,898.81438501686,910.4336770568603,936.1176199211453,937.7402233940531,928.7975296165927,937.504404646889,941.5447771086513,931.4441702085344,932.8842960315799,933.9022387442034,935.7091108960025,943.9339821590866,932.5915456949563,931.2146724955197,920.3604634842646,903.8912531703637,912.0057970724785,922.3568907051332,916.2805591745779,939.1018797218564,959.2942643550276,971.1932295629864,960.8088097684099,964.7930979884469,960.2848332288944,981.9126149555336,989.6626708641496,985.04887345571,966.7068980884206,974.6581166357284,968.3638164984208,971.5523610292574,972.4854926548728,961.4148553882375,964.0573443159965,970.4256638223878,976.0187776158903,1015.8204525229627,1072.2542071852106,1072.107462793886,1080.1366851611417,1089.71504744045,1077.7954371737362,1079.297501530985,1071.6707952299498,1084.0731563363086,1077.94317731809,1073.5068819922458,1090.2135718237657,1099.5894838937445,1109.414208382509,1126.180881010746,1170.872314661586,1193.218073742669,1203.085758553727,1225.5677563347936,1228.2301107670262,1228.5658159611241,1237.4559489507649,1254.0015042458604,1286.1766332326624,1295.424040874346,1268.0085855952955,1249.216604058212,1242.2330229191386,1234.001439659231,1222.6179211519889,1216.975525992609,1183.5355231169767,1181.6072970976177,1164.8015313296764,1166.3306424031325,1181.888023205773,1188.634253085499,1198.905498778321,1193.0497564554546,1178.1959267632292,1183.5223278033325,1169.7941516191781,1163.0952350531866,1155.3580722243673,1138.2620043621064,1134.4265220783764,1140.6480146697602,1147.943229381534,1155.1786817564625,1160.0350818665058,1183.080951957665,1210.2442707469395,1268.3981310889126,1284.0991212758286,1290.0507831897585,1314.5920066830065,1317.6530924259177,1327.7467982863434,1345.7828633041586,1382.0236058330772,1393.8400308541352,1413.574726945601,1494.0489437283468,1576.417448393091,1683.8882516810988,1875.969458430678,1958.264775198183,2046.857906808287,2038.027550623756,1999.844461981917,2183.704272228002,2350.4917016650406,2322.3877033716603,2218.7993902744906,2191.1087502678683,2182.242676494611,2244.311449996563,2206.571840872425,2235.24506338965,2312.189109497246,2352.332169744448,2416.2036460803356,2454.1664259363492,2558.301855750541,2521.4365217614877,2379.6457843756552,2343.197740702872,2378.969154100557,2399.4616220399394,2452.072478692976,2477.7230150767236,2448.207891203232,2432.8663722479787,2353.895871870068,2283.431196179441,2344.0715806030553,2434.925015553737,2418.7014399782297
394913,1,"New York, NY",msa,NY,1872.6504062403071,1862.972466359152,1876.3670349515453,1869.5460437868899,1849.9037019993698,1826.1757333238518,1801.4892915639273,1812.0040183003578,1790.5587992628405,1766.2728223983374,1760.650183719832,1759.418195049875,1777.1256835807344,1806.5807118180355,1818.56610297557,1797.6623009697691,1822.5411844862404,1946.295024539789,2022.13937614358,2051.9607825905214,2070.257931282187,2013.02193718211,2035.000083145324,2086.8059223329847,2087.1469131606304,2066.365248806409,2088.866184023786,2102.138569433438,2082.1116536071927,2084.5436677880407,2081.9841543516695,2080.7995825537973,2095.9911139710853,2071.0835524337917,2068.3222914178,2041.1066333882068,1998.4683143766292,2008.734389841529,2025.0393543601738,2005.1711946844905,2050.5237542248815,2090.2176119045794,2112.3907659808797,2087.5230076792236,2096.69503402557,2088.8325517772914,2137.541390904937,2154.3451035056855,2140.6336543263656,2095.2873736841766,2107.120089848331,2090.1690333003753,2095.070859440699,2095.049877825442,2069.710003050689,2071.4525526584794,2079.2590478569846,2085.343144274306,2167.0627139440294,2288.3088044616056,2288.620597510759,2306.3476501670266,2325.9375381326686,2301.6655212841074,2305.7163319814517,2289.1656210079464,2313.7440901582218,2298.6794267870214,2286.867706202261,2319.642361714689,2334.629084705824,2350.899945268549,2381.8943654850596,2471.2077033663472,2512.30842970611,2528.893315037059,2576.141466043754,2583.5050137069984,2584.3696233215474,2601.623970223555,2633.8695545183564,2698.320842176708,2713.7605146595897,2650.4376110037842,2605.802019850043,2587.01124464373,2567.2773555073845,2543.35776076182,2530.536767205682,2460.100660463336,2452.912728616635,2413.267818817858,2408.8781750740377,2432.4049185939425,2439.138979090656,2454.3606636597874,2439.0177848986673,2404.7776528499635,2412.8243795238577,2383.113602277646,2371.009938662845,2352.851807178405,2307.6620184493922,2282.099933346478,2277.1263172321096,2278.0668769121394,2282.5024886541555,2287.3147132593285,2327.9147096936135,2377.0491384956754,2483.374371511393,2503.2024129494703,2499.211216112955,2525.7077376107236,2511.8286928456596,2515.2560606202705,2539.8089698973954,2601.6808696109183,2617.608272333725,2645.245086878929,2776.5919956446583,2904.078042777382,3075.537964286854,3399.8141984755516,3529.4963168257254,3675.839337342635,3657.16239741492,3588.9885777250306,3917.3984267174355,4213.922905933547,4161.906365750223,3977.5182029577027,3936.3308966506656,3921.6828148502545,4036.058938583691,3970.0385513346055,4029.0086208179428,4172.414871930536,4248.043911388693,4366.095292775032,4438.415052799904,4631.892281123266,4573.436059183546,4329.834386952439,4277.6968229174045,4360.788788431046,4416.20438924359,4532.02818714578,4593.70799286678,4553.1410353046585,4541.56223838383,4415.962618952032,4304.251316039607,4434.529582868474,4619.023502893095,4591.190388958571
753899,2,"Los Angeles, CA",msa,CA,,,,,,,,,,,,,,,,,,,,,,,,,2481.9425212100446,2453.65455793524,2467.078971692658,2474.12029428984,2445.1843426426813,2447.4859940338342,2448.299557369082,2457.319927109545,2493.320118392198,2484.1820916198826,2501.6116966585996,2488.024140705372,2449.3490154620195,2469.311782403407,2488.341880556079,2460.986651458591,2512.324985912124,2559.9384454104393,2582.240443511957,2535.385215810821,2516.6042496618993,2472.6255166232827,2496.3413907760887,2485.5945793582937,2472.2242826935226,2454.2723634424065,2522.2544756956745,2540.0007657463166,2565.805070053699,2578.2052351460607,2542.509918392089,2524.83144698265,2501.5481676441127,2482.8393919040077,2566.037950326791,2703.5200266329016,2728.9053326817857,2793.509153291118,2871.905599678226,2872.473000050756,2894.481002974329,2884.3315318606988,2910.9255981839046,2881.308280935907,2854.979232442259,2901.0996369231466,2930.5614079075394,2964.900824154504,3025.892416727689,3170.5571104244154,3250.999781438861,3289.9934117633297,3358.0766303686887,3370.7432667812755,3374.339328668171,3411.8950105067493,3480.352711937148,3600.664715735206,3645.028201709096,3571.24628721772,3490.8113548222705,3421.4740386232456,3341.7457944843504,3270.9780824091617,3232.3436618015544,3128.1032200741156,3118.650482805965,3083.3826514510165,3109.232131623996,3171.5887963830846,3203.5369093517947,3239.558214704102,3219.1883447067103,3167.1245474546868,3165.166604969596,3116.270756606808,3084.834539268598,3046.255212842046,2991.693911733412,2984.9405683766227,3016.457326075129,3052.7683398556123,3089.5195597465586,3117.8861443614433,3177.4083028141354,3231.8450434944907,3354.749824842418,3376.418781156101,3379.9888428529575,3438.400942348836,3445.7454443379665,3474.4855902583954,3529.646063006578,3632.167987528882,3669.876742565644,3728.826614617325,3942.799583748679,4161.375595757065,4442.741655378617,4938.70696332479,5136.60362153605,5334.59087938439,5284.787639369747,5162.479166003477,5622.091460922632,6037.077542623528,5957.033849081263,5686.253041501561,5581.73615729301,5503.5760597508315,5596.784149033975,5471.693405161634,5541.0343289572675,5751.653039612334,5897.869357628419,6123.676487405129,6294.054529012178,6626.982471519147,6580.872144100762,6239.568331841067,6137.497568610859,6197.328605297812,6216.04713972785,6343.236663568978,6424.849619339292,6365.449370250777,6352.707106286959,6176.428545332484,6024.952315498192,6208.952578802508,6471.268315904704,6442.362962025018
394463,3,"Chicago, IL",msa,IL,843.0346413322575,834.1776780100845,836.4310118137632,828.7213840767233,815.2424617665739,802.9925219750888,791.9991967156735,797.2311169552994,787.5831445140636,776.0949432101577,771.7741406587619,770.4456390265389,778.5561528676861,794.7118104212558,803.6128373984733,799.861110084924,814.9839360971345,875.4289696344892,913.0079727374725,930.6979048561903,942.5618953740188,921.4931983369197,937.3695565026413,968.0996396378605,972.7755832866128,966.1966884300793,977.3973395141,983.1499607489354,973.4009003432318,975.251967848548,976.812451343397,978.9901798540441,987.4576154090387,975.9648736304011,974.3745338581753,962.3098702712243,943.3538000028515,949.2620129271112,958.5161414941326,950.2688138449288,973.2264291328769,992.7968374768108,1004.033791076121,991.3933701099429,993.6705136497916,988.3888172705042,1010.9035026095647,1019.3326467490625,1014.4953118354351,995.6913231948856,1003.493472384083,996.7552870292967,999.2935199888115,999.3170313510667,986.4384765063488,987.6519045925243,992.6010928079581,997.5145094411371,1037.5267325967513,1095.7069777617353,1096.2990054895042,1105.5633030730069,1117.0971110600324,1104.8024273402414,1105.6689791025535,1094.2201382692306,1103.316020140733,1093.2548522123338,1087.229705867,1103.2876601874873,1112.6211963623894,1122.476234925494,1140.1722744624333,1186.0656144119434,1209.4435133745872,1219.0533114598225,1240.214601599268,1238.6005079663187,1233.032241945647,1235.6509731833364,1246.7531499719362,1275.3569902926429,1282.036085777521,1253.7119719401653,1234.6623325478597,1228.1408241940571,1219.6971039118584,1207.6484097783848,1200.1473956667598,1164.7695513737297,1158.8588653324057,1137.971222082356,1134.3390528186621,1144.801891054786,1146.6904260302583,1153.0794098972128,1145.7179937633514,1130.942387614005,1135.5837411217487,1120.5072965822203,1111.189719494224,1099.8426555724784,1078.525082462337,1069.460972325616,1070.5696825040452,1074.0041507601982,1078.141853314321,1080.4301704073957,1100.1686737535078,1124.5121494339357,1177.5021892092063,1188.9206342964667,1188.2482593040554,1202.817575171285,1197.830759277682,1200.2610477097269,1209.8485209139817,1235.2455019299118,1238.2646855029477,1249.4722621091087,1314.4149704264994,1382.6100881583627,1473.0856383388714,1636.214439400487,1698.3830608858323,1764.0251804299105,1747.0852680166067,1708.9705899395435,1862.3987379438117,2002.594513310728,1979.241500808741,1893.286456774828,1872.3185078625465,1868.5502813485907,1926.2835211993058,1899.4184214582995,1929.1733029467955,2001.432975968434,2043.0574847787007,2105.6826637509294,2144.034648887775,2239.0443390813693,2209.210329143394,2086.6811154949946,,,,,,,,,,,,
394514,4,"Dallas, TX",msa,TX,,,,,,,,,,,,,698.3120402329635,712.4381672810994,719.6469345381312,713.4222472843702,725.4501226750206,777.5047095886887,810.6922512109146,824.3343801804003,832.5349987081938,810.8804581870407,822.3758461773066,847.1259655004033,850.8114016450717,844.6877626194272,854.2184229435401,858.3174130954901,849.0978259550562,851.3814448515197,854.5448088829268,858.8304247233832,868.877584174275,860.860979208837,862.7985978755207,855.7220605121097,843.8053133424823,855.1165934868925,868.4272239077345,865.3229490717086,889.4190050190764,912.040350499874,927.9262055159121,922.2995451614828,930.2985530400535,929.7298550382517,954.9799857911229,966.7473036689294,966.534755805711,953.0324737996605,965.4893955449646,964.3357533460118,972.1402415825721,977.4120193791184,970.3448769798653,976.7399920582982,987.2599230256781,996.622002951669,1041.66804507333,1103.383385644544,1107.155793651339,1118.5466930580585,1132.0214264659444,1123.414957582579,1128.8712170834265,1124.2776674360127,1139.4025144173427,1134.578306643379,1131.5650281038415,1151.0188319840452,1163.064076782921,1176.0281645491148,1196.7207916830469,1247.0486126001633,1272.7325799493476,1284.7821243055384,1310.003631448876,1313.3550380839456,1313.0068781032644,1320.626246483445,1335.9289240191201,1368.1415849067157,1376.158897300301,1346.1408897452118,1325.5040367014208,1316.9387714486202,1306.0011984526252,1290.5268983170643,1281.2524984095837,1242.6903298364243,1237.7960579782482,1217.74887638759,1218.0121739423244,1233.1561928721208,1238.8705827452725,1248.3153791112345,1241.8182722672973,1226.2455621417157,1231.021485881981,1213.8507953878318,1203.248918592177,1192.2560062004486,1173.0651416050605,1167.9313832746968,1172.4499280013813,1177.967060159067,1183.7181601485875,1187.6575216631445,1211.770349353734,1240.7204938728796,1302.8396386146849,1321.8959301648017,1332.1413092073228,1361.1096945696106,1367.661639748475,1382.0452211336333,1406.4211118755825,1451.115183552552,1470.770550753712,1498.8155359166972,1594.7157867579679,1695.6809966233368,1825.3373105286014,2048.0050887952534,2151.484410670555,2261.4520137064947,2259.1827077253865,2218.282511536413,2420.441745536185,2600.5477159301795,2564.0814978679514,2443.3896461858153,2404.942745252099,2386.7553032501146,2444.8944269649505,2393.3719294931975,2414.7995064319725,2489.3424669836672,2526.400744024635,2589.290517843508,2623.6403724809356,2728.6176825490766,2683.296628408507,2527.0640001225124,2485.455645499305,2521.012116099382,2539.572460460664,2588.469680039991,2606.096036576989,2566.4703172108125,2542.9421581420634,2454.4437917099062,2376.728530803212,2435.1744594053353,2524.1513097036886,2498.8231132284304
394692,5,"Houston, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,843.8935022973225,839.2731470207664,850.99862320889,858.1123423149785,851.8109050216729,856.0839653489362,861.0834222510758,867.7169475979923,880.4004106405041,874.7249848301958,878.5627698823894,873.2957916299102,862.7913158730331,875.1174980088007,889.4577795382653,886.7245231242509,911.173604904262,932.9491264974708,946.4037263825151,937.8068351998332,941.9666715323801,937.1290349336915,957.7244707357644,965.1117577762382,960.7487869212757,942.8203807516365,950.1549596817138,943.3066268722584,945.5668663142843,945.4889229046877,933.6594317813198,934.8599357391834,940.0224049329195,944.2686845970429,982.0121513635683,1035.059671764296,1032.7883925354558,1036.9750112779989,1043.1499621235844,1029.3848674175642,1028.8422873703043,1019.4962462827617,1028.60135409431,1020.4626594871152,1013.7740273606026,1027.5149757801744,1034.3880644736046,1041.7311288918443,1055.1980279296588,1094.0433547984735,1111.9488162171083,1119.1033396284924,1139.1976923998307,1141.6859283976626,1141.4044848465205,1148.5247450071472,1162.6820371695512,1192.3036335984125,1201.035330493723,1175.7835202241897,1157.8738402120173,1150.310378668564,1141.0907359427024,1128.5596453786934,1121.8953611804156,1089.411467911448,1086.271591502961,1069.4339574218177,1070.325245715669,1083.7933953772715,1088.9216927258328,1096.697232394965,1089.2498906700366,1073.2172822642524,1075.1853074269775,1059.4047349088405,1050.1820188152772,1041.2505194375506,1024.8898921815767,1020.1089143780551,1022.4248934150532,1025.0620624043709,1028.0244500836955,1029.3750763934024,1047.8989259795148,1069.8316330813234,1119.813337501792,1131.9768658865528,1136.1393878918764,1156.951611203321,1159.4342783755887,1169.272721153346,1187.6309425249572,1223.3725727144333,1237.801399928192,1258.6653977310793,1333.4535134708472,1409.322509013234,1507.9904940885576,1681.4459109224745,1757.2395352746607,1839.0031230877862,1836.2006336361778,1807.5114980564858,1980.4047799300083,2135.620582505498,2111.9557854673185,2015.3713014471568,1985.658219714858,1971.7649158582358,2020.506657996052,1977.9412383652461,1995.1277500281685,2057.6487344904913,2089.1411870354823,2142.005189546025,2170.5449144708246,2256.887694766712,2218.1531290710263,2087.996611907182,2053.4572294490863,2082.7142962222183,2098.2978163947564,2140.2677212273493,2157.7643313007698,2127.9105983586223,2111.208152328648,2039.8490817936608,1975.9079900295155,2023.7651689152683,2097.0556025521564,2077.7333993232905
395209,6,"Washington, DC",msa,VA,1571.8268641839093,1569.644533257813,1586.3981632126838,1587.249126868187,1575.2539879165627,1562.6947909723417,1548.4961595979528,1567.5440234511902,1559.3452803219309,1550.3223314709776,1556.8261095853215,1565.0814643693768,1587.009656975198,1619.0346117147299,1634.9357346553393,1622.0014470132503,1649.6662289514982,1767.4621236896783,1840.7664767256501,1870.8258450205137,1890.1953653184146,1841.5382057955328,1867.1966664373542,1920.905688616035,1924.0938045328269,1904.486189211334,1920.938438300347,1928.9592510067039,1904.736874704971,1903.037252278334,1897.6296500303677,1894.877898555686,1907.5243269775294,1883.6111433343528,1879.5567580260906,1853.3803270791368,1814.8985968826375,1826.831454723833,1843.8954543836091,1825.4793472879455,1862.0991526351402,1893.030551272002,1909.238241888757,1882.5261470150983,1884.6642196171065,1870.9707962379143,1909.6405151582421,1920.7245059625677,1907.5935509965109,1866.7523677219995,1876.6019794934143,1857.0038641848867,1855.3785191549548,1849.487228214694,1822.8030104338511,1822.1360285625317,1828.8025874126565,1835.9802631684372,1909.7391414501296,2015.9980863965286,2014.9194841409935,2028.7717611469209,2043.9789004336483,2016.8759857655689,2012.5981115973038,1989.8549091158025,2004.2082627656916,1985.6977734282539,1973.053780162118,2000.6058877191667,2014.6323734762193,2029.7140068501703,2057.660831461855,2136.1154265339273,2171.893067406003,2183.944229134127,2219.265111147465,2218.3981339957886,2213.604445905499,2224.22184455206,2249.780258256439,2305.138181447687,2319.380210876665,2267.40985428761,2229.4600537609604,2213.5350887629406,2197.631366339762,2178.2202368144726,2167.7939838747866,2105.7428965377985,2098.5681977246477,2065.5373818954577,2065.8674797507774,2090.7535896317254,2099.6020337157133,2115.6714391748615,2104.5064166876346,2078.8192714756065,2088.463608167288,2064.109785176731,2051.485447578089,2035.5206472388127,2002.2265886766165,1992.359010546006,2000.2141871434794,2010.4743631480758,2019.650790683071,2024.1629918939684,2059.1620953763127,2101.268306547635,2198.265825716581,2221.9716698904863,2225.698533297795,2255.04728513914,2241.639724214193,2240.1452243149874,2253.3171761034996,2298.8156878871105,2302.4579330687625,2320.7697684388386,2437.282052293872,2558.7075709767278,2722.3058223085304,3020.674462505941,3139.236067795303,3258.7417437364697,3221.4992624438887,3139.1821313433306,3411.2786791280373,3663.35770990782,3618.59275636692,3462.0742171427337,3425.8485974629425,3419.035483996597,3517.8014146425494,3458.787495018681,3503.8628597642746,3628.637091809799,3695.960481714741,3797.6578040368995,3856.0346887509086,4017.4593640908665,3956.965615161739,3733.6746885541393,3674.811930221847,3732.3665885588002,3768.921126195514,3860.599475350331,3909.410097150774,3868.419087474588,3846.449406018709,3722.516993365401,3615.7505188373952,3719.4129713909815,3874.079331019392,3854.609228659256
394974,7,"Philadelphia, PA",msa,PA,988.5832571854716,983.1384147681883,989.6050759599965,985.4143976126006,973.1564967088226,958.9080294596828,944.0089677340288,947.8346376377157,934.81718852642,920.2880212318037,915.9746573803468,915.1203446138369,923.9996272756159,938.8263006311082,944.4942770630895,933.7026630104873,947.0150487853881,1010.4377035820505,1047.1617974351352,1059.0260570441815,1064.7950205585084,1033.122591431705,1043.6498373791385,1070.8786418317238,1071.0915850297274,1057.8248744368557,1064.14336182356,1064.9427673503535,1050.821755875763,1049.63343846388,1047.903762252941,1046.7247826464948,1052.5844309769748,1036.7314925450978,1031.8031839415844,1016.9231242976524,996.1279064347303,1002.9828193112373,1012.5117990713137,1003.512157180631,1026.1417499179713,1045.5588699432053,1056.982425784743,1044.5835821709193,1047.6831564511776,1040.0909547220904,1059.921952198006,1065.1090444284296,1057.6888793908245,1035.8601698748291,1041.8773003554995,1032.6636600323445,1034.1868844783357,1033.7888898455008,1021.617499744608,1024.5833758552963,1031.1082859698558,1036.7076584185754,1077.6852079581047,1136.483609549301,1133.9389307022811,1139.2790413043754,1145.8108991832564,1130.9586886978925,1131.4974346300664,1122.7789819877144,1134.252839911573,1125.5918877165566,1118.9380472814926,1134.7303485062512,1143.7318234384302,1153.0640572152352,1169.4449785319475,1214.4547586664232,1236.2323886633337,1244.524041105586,1264.5097304978365,1262.9421776688648,1258.3569908680552,1263.6452987037633,1278.0315433983153,1310.0726598633748,1319.3070714640335,1290.9959340812093,1271.565893655048,1264.229462752397,1255.7575538919018,1243.7417501552168,1237.1947265867093,1202.8718699338594,1200.7181403525035,1183.1637521583998,1183.9760032826216,1198.6210677230108,1204.9492412008913,1214.5056150036135,1208.8004715697436,1195.0065007807252,1203.1160590921463,1192.3282699229842,1187.6086027087586,1179.8522453082935,1160.770490153552,1154.1915702811716,1158.0976962296752,1164.441268896538,1172.5809854626748,1179.4259724887427,1204.1383917041667,1232.0667565507117,1290.561068120637,1304.0515667921986,1305.4510842251484,1323.7666312161623,1318.640277042273,1320.0131339526115,1327.5285923322265,1353.3796714528137,1355.341733770692,1367.5442074571174,1439.991601044254,1515.5313616826695,1615.3114989887226,1795.345874679162,1870.4070789913128,1950.7550847557445,1938.3741558727668,1899.3483052407807,2074.822707154563,2238.5696038515293,2219.4100782559517,2128.0419234914752,2108.9184003862038,2106.6729824109157,2173.3877559820717,2143.26203207026,2179.3291526331745,2261.581845877333,2308.8648109359497,2378.926106422491,2423.785512669461,2532.341939712978,2501.012327661591,2365.4143845016038,2334.3292863589036,2375.087203592315,2400.8633134173447,2459.542931630772,2489.512446906782,2462.298027525332,2448.449773661045,2372.1085603411993,2305.639193890352,2371.6706689818575,2467.7375081977566,2454.507308830003
394856,8,"Miami, FL",msa,FL,737.0975065552439,735.81050036901,741.8077096163779,738.6105738374043,730.7294456786726,724.4085132928122,718.7787759459815,728.5295240360927,725.0697074557862,720.8664613999503,725.3424419318429,733.3449085657388,750.5815416009114,773.1806477423211,788.8843060601881,790.107957015989,811.8617187528521,877.022997890881,921.0427266579612,943.6039563895961,960.8244320917887,942.8412513697501,961.6770122102699,995.7758005334495,1004.3423008107301,1001.6228742212343,1017.8542902244326,1029.0137635060262,1024.6003591010378,1031.7674340042427,1038.4811795953633,1045.8783829473157,1060.8203091447167,1053.8650008687946,1058.2153605809654,1051.6372944002771,1037.8366800440672,1051.1559105001265,1066.278997956205,1062.080901883958,1091.6375005992882,1118.3705048485951,1136.009635547172,1127.4974450413456,1135.9939572565197,1134.320914106976,1163.7098971459677,1175.283685327522,1170.8815320830363,1149.9592145641716,1162.7485679549243,1159.1415057352906,1166.75004804205,1170.9966378765369,1161.5614418658463,1168.4635802573698,1179.468046577354,1189.6970138450604,1240.2515014232922,1308.835083278149,1307.007206476517,1317.1765280836883,1331.7800946607913,1319.385323934561,1322.32275314611,1314.0138332574527,1331.0486930161842,1325.9645132417168,1322.2619822558677,1344.3051292198688,1357.3663642556894,1372.1411627458085,1394.387234923005,1449.2562880740325,1474.0629699452422,1484.0570032485568,1511.3050385304327,1515.5650441949751,1517.4738677894716,1529.431382436443,1550.4059592430153,1591.920122182983,1606.3594046356657,1576.0254554289675,1553.5795441875528,1543.536839311463,1528.9764707139962,1509.9319123754672,1497.2033274058517,1451.439574660234,1445.9192592062543,1423.6887350671677,1425.2457719312413,1444.3005588412639,1453.4872975295007,1467.6604480761116,1463.2080480127618,1446.7358884592936,1453.214482435995,1433.1876589268938,1420.3364950278037,1406.421569711866,1382.1784298006173,1374.8358210964875,1378.7253921212982,1383.4320321562323,1388.9372034441872,1392.5854311383473,1419.1398300989063,1449.3339244624606,1516.208713713993,1531.5153276849185,1536.5473270066775,1565.987100089439,1573.187346682415,1592.1519874671278,1622.9326293301845,1675.3512578053742,1697.9256961964763,1730.116047929577,1839.2231772899142,1952.7314451814495,2100.986814463448,2358.9282420147115,2482.438221376201,2615.6700167769523,2626.7045674890182,2599.2289353816905,2858.888435631499,3094.2852302900246,3072.322351388966,2950.7202915462276,2927.671210755845,2924.9391951476737,3012.6081949997792,2963.7498530324456,3004.8110376108757,3114.881774889001,3178.2275090432872,3275.1493111287145,3335.7469130625773,3489.279914329215,3453.6753883482365,3273.831002419028,,,,,,,,,,,,
394347,9,"Atlanta, GA",msa,GA,628.9930199861681,624.7306113701106,630.4570369412247,629.1219537927053,623.4123837222809,617.4343291127225,611.8994362579124,618.1718741773711,613.1639252724594,606.8949242815179,607.7807610694274,610.6983692928932,619.7878358865983,633.52813817102,643.1858379264937,643.3893801644925,661.9245347091285,716.743451371137,754.0657267554623,773.2257262367797,786.4547315890263,771.0232390847327,785.733945138043,813.7350767601584,820.3009074285576,817.3738280778554,829.444591483828,837.5350709458554,832.4749689821743,836.6488656396568,839.6233864121535,843.0023062982679,852.1155244416668,844.1045300081789,845.2856239136709,837.4681134998438,823.6125697923717,831.7746193948124,842.1176679116985,837.6434260516313,859.7042675656264,879.4104095320405,891.9720634084881,883.8453181330399,888.8486673320762,885.4655498321094,906.5981391213741,915.3310741096594,913.0999217463155,898.1354634413851,907.4646944886277,903.971782522438,908.9159328927221,910.9207025205503,900.6616675327002,902.7636524168981,909.0382245983712,915.4889739449114,955.1008467129211,1011.1247388624579,1013.2834662061807,1022.9410995322654,1033.7076523801184,1023.6965702896669,1026.0797387369767,1019.2417486697201,1032.2330123151949,1027.534443254573,1024.6544893996534,1041.7444677200674,1052.8984844966806,1066.0223653633934,1086.3467677740464,1133.5023064728814,1157.7531813460594,1169.0195040440226,1192.3279630601874,1196.1654539920332,1198.3096631662697,1208.916444458952,1228.1112555463067,1263.3892178854405,1276.716949887269,1253.9917867287752,1238.8167278494639,1233.7690059305628,1225.898992347996,1214.2051548719153,1208.5047716454685,1174.7285583563066,1172.5133097086477,1155.6541258619545,1157.5278019750663,1173.1371131034712,1180.020188109923,1191.200148573078,1186.9700034416041,1173.7367877588208,1179.4160439296365,1164.8243935984076,1156.4723671819715,1147.7507234708316,1130.5963417249116,1127.270823930156,1133.5683990694642,1141.636880831976,1150.0573199057021,1156.8254919593214,1182.7196263317915,1213.5079155516362,1276.1206930461094,1295.3290328060696,1304.4010974664836,1332.4260083719587,1339.1866038473531,1354.7337316479643,1381.120688609566,1429.168721998952,1453.2382817913774,1485.8019657662178,1583.0060017098274,1681.5680407674176,1805.4470137012797,2017.89235898573,2111.6152903442653,2210.6107485678012,2203.823268337313,2164.6816501921526,2365.7509792857218,2546.4297786110665,2513.9010369692623,2398.0429611805794,2365.4459113376365,2353.728252733611,2418.951889344833,2374.1420132505204,2401.8081342226383,2482.0537248536284,2525.6943884090447,2595.1497130468,2637.9283503982915,2751.9051622309253,2714.0355269643032,2562.840896485703,2524.1555917846194,2563.232047254594,2584.509452089174,2639.6960925213316,2664.5930392607975,2630.266688394593,2611.3243085936138,2523.910178684992,2444.197933660401,2502.013063850808,2589.8295698146762,2561.7251130737236
